,30-39,50-59,60-69
ENSG00000207869.1,0.0,0.0,0.0
ENSG00000228340.7,0.9524516539357354,0.4622147479101954,0.1463449311791686
ENSG00000289455.1,0.224879293807813,0.2888088696698259,0.0
ENSG00000189120.5,0.758277635861007,0.6221621783752167,0.3418413409385169
ENSG00000112561.19,0.8763576811797098,0.4422551653133604,0.2877219538942554
ENSG00000176956.13,0.5,0.7689219085902759,0.49529736136878993
ENSG00000172232.10,0.41545257474743347,0.5658615894310607,0.10273630823346559
ENSG00000267686.2,0.0,0.25,0.0
ENSG00000123104.12,0.9755102298595693,0.5522804909883484,0.21415549274268023
ENSG00000160818.17,0.7178220778290054,0.5640303623898139,0.10720300518382263
ENSG00000153822.15,0.8039722269652485,0.5598901940633622,0.120107125018551
ENSG00000186132.15,0.6058844231840004,0.6538893888828579,0.3193840852503335
ENSG00000261239.6,0.8858966865980309,0.06762052480930329,0.07663085015510498
ENSG00000255457.1,0.0,0.0,0.0
ENSG00000075336.12,0.9757464732404905,0.5303781873068909,0.09559501770636458
ENSG00000288932.1,0.7871656774873506,0.3030852123274518,0.13878878007172107
ENSG00000156675.16,0.8310541568556421,0.5132031763887168,0.49912773239020386
ENSG00000227430.1,0.5,0.0,0.0
ENSG00000284219.1,0.0,0.0,0.0
ENSG00000213194.3,0.5,0.374686063982628,0.0
ENSG00000174177.13,0.8594972612669043,0.41613366438129507,0.008836914215421212
ENSG00000008513.16,0.05591137416722041,0.03647044000837243,0.8359508790326069
ENSG00000270280.1,0.0,0.0,0.0
ENSG00000243314.1,0.0,0.0,0.0
ENSG00000224459.2,0.5527622052492113,0.44112643579310606,0.0
ENSG00000207474.1,0.0,0.0,0.0
ENSG00000273328.5,0.7752806861606413,0.577312341861119,0.06501620080478669
ENSG00000169213.7,0.30678444544119493,0.4334413697785453,0.4523810438539284
ENSG00000174669.12,0.8685861637794855,0.5117845907102078,0.11955844595045588
ENSG00000130202.10,0.9456561674521066,0.7363254099981289,0.37573547403275737
ENSG00000101888.12,0.3775497268295875,0.6080643545326659,0.5
ENSG00000235718.9,0.57831802594966,0.11442506988153417,0.08516673322050873
ENSG00000212789.4,0.04913455308382955,0.5352884308825192,0.5964775333477317
ENSG00000224511.2,0.1980197492463543,0.3727843348210957,0.16673679388987717
ENSG00000255418.6,0.685335231212818,0.4047910507682762,0.22240227745538158
ENSG00000166959.8,0.0,0.43826549780839075,0.0
ENSG00000225912.1,0.5,0.5509560879572388,0.3251471819063742
ENSG00000207156.1,0.0,0.0,0.0
ENSG00000251442.7,0.5,0.3578824840036563,0.38528495074141783
ENSG00000287762.1,0.32946003207967245,0.5439644131095736,0.018408904104123273
ENSG00000257813.2,0.0,0.0,0.0
ENSG00000151079.7,0.758449780776496,0.10486913021125176,0.13134636158303054
ENSG00000172901.21,0.5019033520143809,0.34660921363363995,0.2807585210249903
ENSG00000130307.12,0.4830189630825096,0.36510767601371796,0.006743746217470246
ENSG00000252338.1,0.0,0.0,0.0
ENSG00000269937.1,0.6310861274851577,0.17165480868775224,0.05379534554520293
ENSG00000078043.16,0.884637352759415,0.772467649206914,0.17828049214404762
ENSG00000115421.13,0.7613558423667854,0.7201865298940608,0.14623015159482186
ENSG00000232680.2,0.6733166960802583,0.5627404698136165,0.14177351169053248
ENSG00000231364.3,0.5,0.0,0.1561331291885244
ENSG00000207235.1,0.0,0.0,0.0
ENSG00000169164.7,0.0,0.3441334894107788,0.16883144931730518
ENSG00000116478.12,0.8949205788745611,0.7188739443568437,0.19183442484981575
ENSG00000187175.5,0.0,0.25,0.0
ENSG00000289090.1,0.0,0.25,0.0
ENSG00000251228.1,0.0,0.0,0.0
ENSG00000285043.3,0.9389944654986302,0.4173848689708502,0.101201740251465
ENSG00000285405.1,0.0,0.0,0.0
